date,product_id,product_name,category,list_price,discount_pct,selling_price,competitor_price,marketing_spend,units_sold,unit_cost,revenue,gross_profit
2025-07-03,P300,Insulated Bottle,Accessories,32.76,0.2,26.21,33.73,1636.35,208,10.0,5452.09,3372.09
2025-07-04,P300,Insulated Bottle,Accessories,33.85,0.0,33.85,32.68,870.98,123,10.0,4163.59,2933.59
2025-07-05,P300,Insulated Bottle,Accessories,33.15,0.0,33.15,31.58,1216.45,170,10.0,5635.58,3935.58
2025-07-06,P300,Insulated Bottle,Accessories,32.88,0.15,27.95,31.96,1937.96,233,10.0,6511.59,4181.59
2025-07-07,P300,Insulated Bottle,Accessories,33.74,0.0,33.74,33.04,1751.45,111,10.0,3745.16,2635.16
2025-07-08,P300,Insulated Bottle,Accessories,32.99,0.05,31.34,34.0,1414.78,137,10.0,4293.58,2923.58
2025-07-09,P300,Insulated Bottle,Accessories,32.94,0.0,32.94,31.41,464.45,120,10.0,3952.94,2752.94
2025-07-10,P300,Insulated Bottle,Accessories,32.69,0.1,29.42,33.55,1802.92,182,10.0,5353.87,3533.87
2025-07-11,P300,Insulated Bottle,Accessories,34.11,0.0,34.11,33.28,1408.8,117,10.0,3990.67,2820.67
2025-07-12,P300,Insulated Bottle,Accessories,32.16,0.15,27.33,30.78,1088.95,206,10.0,5630.52,3570.52
2025-07-13,P300,Insulated Bottle,Accessories,32.47,0.0,32.47,32.48,1962.18,156,10.0,5066.03,3506.03
2025-07-14,P300,Insulated Bottle,Accessories,32.55,0.1,29.3,31.79,1553.8,161,10.0,4717.08,3107.08
2025-07-15,P300,Insulated Bottle,Accessories,31.79,0.0,31.79,32.97,1458.03,143,10.0,4545.53,3115.53
2025-07-16,P300,Insulated Bottle,Accessories,32.96,0.2,26.37,34.59,1302.37,243,10.0,6407.99,3977.99
2025-07-17,P300,Insulated Bottle,Accessories,32.7,0.0,32.7,33.5,775.97,114,10.0,3727.31,2587.31
2025-07-18,P300,Insulated Bottle,Accessories,32.31,0.0,32.31,33.99,1079.56,134,10.0,4328.91,2988.91
2025-07-19,P300,Insulated Bottle,Accessories,33.99,0.2,27.19,32.92,1657.76,242,10.0,6581.02,4161.02
2025-07-20,P300,Insulated Bottle,Accessories,33.16,0.0,33.16,34.52,1070.58,121,10.0,4011.85,2801.85
2025-07-21,P300,Insulated Bottle,Accessories,32.48,0.2,25.99,33.82,1706.57,224,10.0,5820.85,3580.85
2025-07-22,P300,Insulated Bottle,Accessories,31.82,0.0,31.82,33.45,1275.98,131,10.0,4168.38,2858.38
2025-07-23,P300,Insulated Bottle,Accessories,32.83,0.1,29.55,33.87,1423.55,174,10.0,5140.99,3400.99
2025-07-24,P300,Insulated Bottle,Accessories,33.27,0.15,28.28,33.41,965.89,185,10.0,5231.59,3381.59
2025-07-25,P300,Insulated Bottle,Accessories,33.68,0.2,26.94,34.02,1449.8,196,10.0,5280.97,3320.97
2025-07-26,P300,Insulated Bottle,Accessories,32.72,0.2,26.18,33.22,1256.0,219,10.0,5733.02,3543.02
2025-07-27,P300,Insulated Bottle,Accessories,32.55,0.0,32.55,31.29,176.99,117,10.0,3808.63,2638.63
2025-07-28,P300,Insulated Bottle,Accessories,34.69,0.15,29.49,32.27,1353.97,143,10.0,4216.44,2786.44
2025-07-29,P300,Insulated Bottle,Accessories,32.49,0.15,27.62,32.1,1218.82,181,10.0,4998.83,3188.83
2025-07-30,P300,Insulated Bottle,Accessories,33.48,0.0,33.48,32.86,1313.03,103,10.0,3447.96,2417.96
2025-07-31,P300,Insulated Bottle,Accessories,32.52,0.15,27.65,31.89,1533.73,181,10.0,5003.9,3193.9
2025-08-01,P300,Insulated Bottle,Accessories,32.23,0.0,32.23,32.13,1897.74,118,10.0,3803.07,2623.07
2025-08-02,P300,Insulated Bottle,Accessories,33.82,0.2,27.06,34.14,956.23,225,10.0,6087.45,3837.45
2025-08-03,P300,Insulated Bottle,Accessories,33.77,0.0,33.77,33.54,821.33,125,10.0,4221.1,2971.1
2025-08-04,P300,Insulated Bottle,Accessories,33.16,0.0,33.16,33.56,1631.2,126,10.0,4178.29,2918.29
2025-08-05,P300,Insulated Bottle,Accessories,33.7,0.2,26.96,33.87,1838.38,214,10.0,5769.58,3629.58
2025-08-06,P300,Insulated Bottle,Accessories,33.62,0.15,28.57,34.1,1123.46,156,10.0,4457.61,2897.61
2025-08-07,P300,Insulated Bottle,Accessories,33.85,0.0,33.85,32.31,1480.2,124,10.0,4197.15,2957.15
2025-08-08,P300,Insulated Bottle,Accessories,32.58,0.05,30.95,34.23,386.66,127,10.0,3930.61,2660.61
2025-08-09,P300,Insulated Bottle,Accessories,34.73,0.05,33.0,33.47,1574.63,116,10.0,3827.54,2667.54
2025-08-10,P300,Insulated Bottle,Accessories,33.68,0.15,28.63,33.48,1970.44,179,10.0,5124.54,3334.54
2025-08-11,P300,Insulated Bottle,Accessories,33.43,0.0,33.43,32.57,1705.86,114,10.0,3811.48,2671.48
2025-08-12,P300,Insulated Bottle,Accessories,33.36,0.0,33.36,33.04,1097.24,106,10.0,3536.0,2476.0
2025-08-13,P300,Insulated Bottle,Accessories,32.96,0.05,31.31,33.2,1027.19,132,10.0,4132.67,2812.67
2025-08-14,P300,Insulated Bottle,Accessories,33.91,0.0,33.91,33.07,1248.11,131,10.0,4441.94,3131.94
2025-08-15,P300,Insulated Bottle,Accessories,35.09,0.0,35.09,32.79,918.61,107,10.0,3754.68,2684.68
2025-08-16,P300,Insulated Bottle,Accessories,33.58,0.2,26.86,33.8,2018.91,235,10.0,6313.15,3963.15
2025-08-17,P300,Insulated Bottle,Accessories,34.29,0.2,27.43,33.13,1681.3,202,10.0,5541.03,3521.03
2025-08-18,P300,Insulated Bottle,Accessories,34.71,0.1,31.24,33.16,1127.93,123,10.0,3842.21,2612.21
2025-08-19,P300,Insulated Bottle,Accessories,33.35,0.1,30.02,31.63,1216.0,137,10.0,4112.64,2742.64
2025-08-20,P300,Insulated Bottle,Accessories,34.44,0.05,32.71,34.09,1045.25,116,10.0,3794.84,2634.84
2025-08-21,P300,Insulated Bottle,Accessories,33.84,0.15,28.76,33.06,1040.89,149,10.0,4285.97,2795.97
2025-08-22,P300,Insulated Bottle,Accessories,33.11,0.2,26.49,34.06,1373.05,237,10.0,6277.62,3907.62
2025-08-23,P300,Insulated Bottle,Accessories,34.69,0.0,34.69,33.77,1206.21,101,10.0,3503.31,2493.31
2025-08-24,P300,Insulated Bottle,Accessories,34.51,0.0,34.51,33.96,1534.46,106,10.0,3657.78,2597.78
2025-08-25,P300,Insulated Bottle,Accessories,34.33,0.2,27.46,34.01,1054.02,213,10.0,5849.54,3719.54
2025-08-26,P300,Insulated Bottle,Accessories,35.4,0.1,31.86,32.99,1559.36,102,10.0,3249.71,2229.71
2025-08-27,P300,Insulated Bottle,Accessories,34.59,0.0,34.59,33.52,827.31,98,10.0,3389.44,2409.44
2025-08-28,P300,Insulated Bottle,Accessories,34.72,0.0,34.72,32.42,1170.59,94,10.0,3263.87,2323.87
2025-08-29,P300,Insulated Bottle,Accessories,35.21,0.05,33.45,33.03,1130.33,129,10.0,4314.72,3024.72
2025-08-30,P300,Insulated Bottle,Accessories,34.71,0.2,27.77,33.29,1203.85,199,10.0,5525.65,3535.65
2025-08-31,P300,Insulated Bottle,Accessories,33.97,0.05,32.27,33.53,1800.11,135,10.0,4357.12,3007.12
2025-09-01,P300,Insulated Bottle,Accessories,34.27,0.0,34.27,34.26,2098.53,112,10.0,3838.32,2718.32
2025-09-02,P300,Insulated Bottle,Accessories,35.03,0.0,35.03,33.95,1304.52,94,10.0,3293.21,2353.21
2025-09-03,P300,Insulated Bottle,Accessories,34.27,0.0,34.27,34.96,1011.87,105,10.0,3598.39,2548.39
2025-09-04,P300,Insulated Bottle,Accessories,34.86,0.05,33.12,35.18,1326.24,119,10.0,3940.81,2750.81
2025-09-05,P300,Insulated Bottle,Accessories,33.23,0.15,28.24,33.96,1433.77,207,10.0,5846.15,3776.15
2025-09-06,P300,Insulated Bottle,Accessories,34.83,0.2,27.87,33.29,1254.34,225,10.0,6269.81,4019.81
2025-09-07,P300,Insulated Bottle,Accessories,33.97,0.2,27.18,35.17,1563.99,230,10.0,6250.59,3950.59
2025-09-08,P300,Insulated Bottle,Accessories,34.34,0.05,32.62,35.9,1527.47,131,10.0,4273.81,2963.81
2025-09-09,P300,Insulated Bottle,Accessories,34.32,0.1,30.89,34.45,1359.3,147,10.0,4540.33,3070.33
2025-09-10,P300,Insulated Bottle,Accessories,35.05,0.15,29.79,33.21,1330.34,132,10.0,3932.45,2612.45
2025-09-11,P300,Insulated Bottle,Accessories,34.43,0.1,30.99,34.06,1477.03,168,10.0,5205.61,3525.61
2025-09-12,P300,Insulated Bottle,Accessories,33.46,0.0,33.46,34.33,1425.21,98,10.0,3279.45,2299.45
2025-09-13,P300,Insulated Bottle,Accessories,35.29,0.0,35.29,34.6,1277.87,92,10.0,3246.73,2326.73
2025-09-14,P300,Insulated Bottle,Accessories,34.75,0.0,34.75,34.4,1722.71,128,10.0,4448.22,3168.22
2025-09-15,P300,Insulated Bottle,Accessories,34.34,0.1,30.91,35.99,1316.31,146,10.0,4512.26,3052.26
2025-09-16,P300,Insulated Bottle,Accessories,34.82,0.15,29.6,32.43,1233.22,135,10.0,3995.35,2645.35
2025-09-17,P300,Insulated Bottle,Accessories,35.78,0.15,30.41,36.05,1606.7,155,10.0,4713.64,3163.64
2025-09-18,P300,Insulated Bottle,Accessories,34.19,0.0,34.19,36.39,1050.81,87,10.0,2974.43,2104.43
2025-09-19,P300,Insulated Bottle,Accessories,35.46,0.1,31.91,36.05,1897.32,155,10.0,4946.61,3396.61
2025-09-20,P300,Insulated Bottle,Accessories,35.59,0.0,35.59,33.04,1310.04,110,10.0,3914.6,2814.6
2025-09-21,P300,Insulated Bottle,Accessories,34.79,0.15,29.57,34.69,952.92,157,10.0,4642.89,3072.89
2025-09-22,P300,Insulated Bottle,Accessories,36.02,0.15,30.62,34.87,1401.35,138,10.0,4225.2,2845.2
2025-09-23,P300,Insulated Bottle,Accessories,35.31,0.05,33.54,36.4,749.48,119,10.0,3991.76,2801.76
2025-09-24,P300,Insulated Bottle,Accessories,35.27,0.15,29.98,36.34,2032.97,165,10.0,4946.12,3296.12
2025-09-25,P300,Insulated Bottle,Accessories,35.37,0.0,35.37,35.04,1072.44,101,10.0,3572.17,2562.17
2025-09-26,P300,Insulated Bottle,Accessories,35.39,0.0,35.39,34.26,1133.12,93,10.0,3290.88,2360.88
2025-09-27,P300,Insulated Bottle,Accessories,34.48,0.0,34.48,35.3,1450.52,128,10.0,4413.11,3133.11
2025-09-28,P300,Insulated Bottle,Accessories,34.49,0.0,34.49,36.39,1240.78,119,10.0,4103.77,2913.77
2025-09-29,P300,Insulated Bottle,Accessories,34.92,0.0,34.92,36.06,1721.85,119,10.0,4155.45,2965.45
2025-09-30,P300,Insulated Bottle,Accessories,35.06,0.1,31.55,36.77,1608.27,138,10.0,4354.34,2974.34
2025-10-01,P300,Insulated Bottle,Accessories,35.93,0.0,35.93,34.7,1807.85,113,10.0,4060.01,2930.01
2025-10-02,P300,Insulated Bottle,Accessories,34.51,0.15,29.33,35.85,2241.37,166,10.0,4869.12,3209.12
2025-10-03,P300,Insulated Bottle,Accessories,35.96,0.0,35.96,35.23,853.11,93,10.0,3344.52,2414.52
2025-10-04,P300,Insulated Bottle,Accessories,35.1,0.05,33.35,35.51,1644.81,136,10.0,4534.93,3174.93
2025-10-05,P300,Insulated Bottle,Accessories,34.78,0.2,27.82,35.15,1298.36,213,10.0,5926.33,3796.33
2025-10-06,P300,Insulated Bottle,Accessories,35.8,0.2,28.64,34.11,1097.56,176,10.0,5040.77,3280.77
2025-10-07,P300,Insulated Bottle,Accessories,35.82,0.0,35.82,36.43,1938.89,106,10.0,3796.92,2736.92
2025-10-08,P300,Insulated Bottle,Accessories,35.61,0.15,30.27,35.72,912.9,151,10.0,4570.37,3060.37
2025-10-09,P300,Insulated Bottle,Accessories,37.0,0.0,37.0,35.64,989.03,94,10.0,3478.42,2538.42
2025-10-10,P300,Insulated Bottle,Accessories,34.84,0.0,34.84,37.2,1684.05,114,10.0,3971.94,2831.94
2025-10-11,P300,Insulated Bottle,Accessories,34.93,0.15,29.69,35.17,1855.29,189,10.0,5610.73,3720.73
2025-10-12,P300,Insulated Bottle,Accessories,33.28,0.05,31.62,35.62,1423.61,162,10.0,5122.48,3502.48
2025-10-13,P300,Insulated Bottle,Accessories,35.46,0.05,33.69,36.12,1147.46,104,10.0,3503.57,2463.57
2025-10-14,P300,Insulated Bottle,Accessories,35.35,0.0,35.35,34.96,1037.91,110,10.0,3888.76,2788.76
2025-10-15,P300,Insulated Bottle,Accessories,34.9,0.15,29.67,35.18,1165.67,159,10.0,4717.35,3127.35
2025-10-16,P300,Insulated Bottle,Accessories,34.22,0.15,29.09,35.75,1380.37,190,10.0,5527.18,3627.18
2025-10-17,P300,Insulated Bottle,Accessories,36.31,0.0,36.31,36.86,1629.27,100,10.0,3631.46,2631.46
2025-10-18,P300,Insulated Bottle,Accessories,34.81,0.05,33.07,36.09,1595.9,146,10.0,4827.94,3367.94
2025-10-19,P300,Insulated Bottle,Accessories,35.12,0.1,31.6,36.28,1753.91,172,10.0,5435.92,3715.92
2025-10-20,P300,Insulated Bottle,Accessories,35.17,0.0,35.17,34.9,1054.76,103,10.0,3622.46,2592.46
2025-10-21,P300,Insulated Bottle,Accessories,35.51,0.2,28.4,34.45,1118.56,183,10.0,5198.02,3368.02
2025-10-22,P300,Insulated Bottle,Accessories,34.63,0.05,32.9,35.41,1039.57,121,10.0,3981.22,2771.22
2025-10-23,P300,Insulated Bottle,Accessories,35.42,0.05,33.65,34.97,1212.66,121,10.0,4071.72,2861.72
2025-10-24,P300,Insulated Bottle,Accessories,34.71,0.0,34.71,34.4,1149.5,91,10.0,3158.7,2248.7
2025-10-25,P300,Insulated Bottle,Accessories,34.96,0.05,33.21,37.13,803.7,130,10.0,4317.49,3017.49
2025-10-26,P300,Insulated Bottle,Accessories,36.47,0.2,29.18,35.42,1243.52,201,10.0,5864.57,3854.57
2025-10-27,P300,Insulated Bottle,Accessories,36.2,0.15,30.77,35.3,1027.26,132,10.0,4061.33,2741.33
2025-10-28,P300,Insulated Bottle,Accessories,35.21,0.0,35.21,35.37,972.87,111,10.0,3908.85,2798.85
2025-10-29,P300,Insulated Bottle,Accessories,34.83,0.0,34.83,36.11,722.53,105,10.0,3657.37,2607.37
2025-10-30,P300,Insulated Bottle,Accessories,34.4,0.0,34.4,37.67,1635.58,115,10.0,3955.72,2805.72
2025-10-31,P300,Insulated Bottle,Accessories,37.08,0.2,29.67,35.02,1719.48,152,10.0,4509.11,2989.11
2025-11-01,P300,Insulated Bottle,Accessories,34.96,0.0,34.96,36.03,1320.15,149,10.0,5209.56,3719.56
2025-11-02,P300,Insulated Bottle,Accessories,35.77,0.0,35.77,35.34,1417.67,156,10.0,5580.01,4020.01
2025-11-03,P300,Insulated Bottle,Accessories,34.18,0.05,32.47,35.87,1526.86,194,10.0,6299.49,4359.49
2025-11-04,P300,Insulated Bottle,Accessories,34.94,0.0,34.94,35.57,985.87,140,10.0,4892.0,3492.0
2025-11-05,P300,Insulated Bottle,Accessories,34.88,0.0,34.88,35.76,1498.59,135,10.0,4708.66,3358.66
2025-11-06,P300,Insulated Bottle,Accessories,34.57,0.15,29.39,36.22,210.74,197,10.0,5789.29,3819.29
2025-11-07,P300,Insulated Bottle,Accessories,34.33,0.15,29.18,35.48,1098.14,221,10.0,6448.04,4238.04
2025-11-08,P300,Insulated Bottle,Accessories,34.65,0.0,34.65,35.52,1334.96,150,10.0,5197.39,3697.39
2025-11-09,P300,Insulated Bottle,Accessories,34.73,0.15,29.52,34.88,1321.83,247,10.0,7292.34,4822.34
2025-11-10,P300,Insulated Bottle,Accessories,34.1,0.0,34.1,36.51,1575.06,166,10.0,5661.33,4001.33
2025-11-11,P300,Insulated Bottle,Accessories,35.14,0.15,29.87,37.73,1191.45,204,10.0,6093.85,4053.85
2025-11-12,P300,Insulated Bottle,Accessories,34.0,0.0,34.0,37.36,1936.76,147,10.0,4998.23,3528.23
2025-11-13,P300,Insulated Bottle,Accessories,34.48,0.15,29.3,36.91,836.57,188,10.0,5509.15,3629.15
2025-11-14,P300,Insulated Bottle,Accessories,36.23,0.05,34.41,36.14,1463.59,151,10.0,5196.65,3686.65
2025-11-15,P300,Insulated Bottle,Accessories,35.16,0.0,35.16,35.15,1337.86,124,10.0,4360.25,3120.25
2025-11-16,P300,Insulated Bottle,Accessories,34.67,0.1,31.2,35.56,1191.03,200,10.0,6240.8,4240.8
2025-11-17,P300,Insulated Bottle,Accessories,34.22,0.15,29.09,35.99,1191.96,204,10.0,5934.47,3894.47
2025-11-18,P300,Insulated Bottle,Accessories,34.85,0.1,31.36,35.61,1134.03,156,10.0,4892.75,3332.75
2025-11-19,P300,Insulated Bottle,Accessories,35.2,0.0,35.2,35.91,1009.02,133,10.0,4682.18,3352.18
2025-11-20,P300,Insulated Bottle,Accessories,35.47,0.0,35.47,36.3,1706.81,148,10.0,5249.16,3769.16
2025-11-21,P300,Insulated Bottle,Accessories,34.98,0.2,27.98,35.58,1219.03,289,10.0,8087.28,5197.28
2025-11-22,P300,Insulated Bottle,Accessories,34.4,0.2,27.52,36.06,1381.27,335,10.0,9219.68,5869.68
2025-11-23,P300,Insulated Bottle,Accessories,34.6,0.0,34.6,34.38,718.95,123,10.0,4256.26,3026.26
2025-11-24,P300,Insulated Bottle,Accessories,35.14,0.0,35.14,36.39,1622.86,138,10.0,4849.33,3469.33
2025-11-25,P300,Insulated Bottle,Accessories,34.29,0.0,34.29,37.04,1909.78,172,10.0,5897.39,4177.39
2025-11-26,P300,Insulated Bottle,Accessories,34.81,0.0,34.81,36.94,1207.9,143,10.0,4977.42,3547.42
2025-11-27,P300,Insulated Bottle,Accessories,34.5,0.0,34.5,35.64,897.73,158,10.0,5450.63,3870.63
2025-11-28,P300,Insulated Bottle,Accessories,34.88,0.2,27.9,37.0,713.46,311,10.0,8678.4,5568.4
2025-11-29,P300,Insulated Bottle,Accessories,33.56,0.0,33.56,35.24,1770.78,181,10.0,6073.85,4263.85
2025-11-30,P300,Insulated Bottle,Accessories,34.34,0.15,29.19,35.08,804.66,274,10.0,7998.06,5258.06
2025-12-01,P300,Insulated Bottle,Accessories,34.95,0.15,29.71,36.08,348.84,192,10.0,5703.79,3783.79
2025-12-02,P300,Insulated Bottle,Accessories,34.72,0.1,31.24,35.41,1098.82,176,10.0,5498.96,3738.96
2025-12-03,P300,Insulated Bottle,Accessories,34.98,0.0,34.98,36.14,1071.9,147,10.0,5142.2,3672.2
2025-12-04,P300,Insulated Bottle,Accessories,33.55,0.1,30.2,35.58,389.95,174,10.0,5254.22,3514.22
2025-12-05,P300,Insulated Bottle,Accessories,34.14,0.1,30.73,34.15,852.31,198,10.0,6084.22,4104.22
2025-12-06,P300,Insulated Bottle,Accessories,35.39,0.0,35.39,35.83,1552.77,156,10.0,5521.12,3961.12
2025-12-07,P300,Insulated Bottle,Accessories,33.97,0.2,27.17,35.08,1560.74,274,10.0,7445.19,4705.19
2025-12-08,P300,Insulated Bottle,Accessories,34.79,0.0,34.79,35.66,1222.7,128,10.0,4453.26,3173.26
2025-12-09,P300,Insulated Bottle,Accessories,33.62,0.15,28.57,35.43,1400.22,232,10.0,6628.92,4308.92
2025-12-10,P300,Insulated Bottle,Accessories,34.17,0.0,34.17,34.42,1335.96,157,10.0,5363.96,3793.96
2025-12-11,P300,Insulated Bottle,Accessories,34.35,0.0,34.35,35.27,1493.39,152,10.0,5220.82,3700.82
2025-12-12,P300,Insulated Bottle,Accessories,33.94,0.2,27.15,37.16,957.64,322,10.0,8743.85,5523.85
2025-12-13,P300,Insulated Bottle,Accessories,33.38,0.2,26.7,36.12,1116.27,296,10.0,7904.53,4944.53
2025-12-14,P300,Insulated Bottle,Accessories,32.85,0.1,29.56,34.97,1489.44,227,10.0,6711.11,4441.11
2025-12-15,P300,Insulated Bottle,Accessories,34.08,0.0,34.08,35.27,887.06,151,10.0,5146.44,3636.44
2025-12-16,P300,Insulated Bottle,Accessories,33.68,0.0,33.68,34.43,1062.81,143,10.0,4816.84,3386.84
2025-12-17,P300,Insulated Bottle,Accessories,33.15,0.05,31.5,35.12,507.2,172,10.0,5417.46,3697.46
2025-12-18,P300,Insulated Bottle,Accessories,34.49,0.0,34.49,34.75,1839.19,146,10.0,5035.02,3575.02
2025-12-19,P300,Insulated Bottle,Accessories,34.2,0.1,30.78,35.75,805.18,189,10.0,5817.87,3927.87
2025-12-20,P300,Insulated Bottle,Accessories,34.58,0.0,34.58,34.66,1651.24,165,10.0,5705.47,4055.47
2025-12-21,P300,Insulated Bottle,Accessories,33.92,0.0,33.92,34.8,984.89,175,10.0,5935.51,4185.51
2025-12-22,P300,Insulated Bottle,Accessories,33.86,0.2,27.08,35.68,1123.41,271,10.0,7339.96,4629.96
2025-12-23,P300,Insulated Bottle,Accessories,33.88,0.0,33.88,36.18,1258.77,159,10.0,5386.78,3796.78
2025-12-24,P300,Insulated Bottle,Accessories,34.02,0.05,32.32,35.17,703.1,162,10.0,5235.47,3615.47
2025-12-25,P300,Insulated Bottle,Accessories,34.35,0.0,34.35,33.77,1426.76,147,10.0,5049.73,3579.73
2025-12-26,P300,Insulated Bottle,Accessories,33.14,0.05,31.48,34.2,1659.97,165,10.0,5194.43,3544.43
2025-12-27,P300,Insulated Bottle,Accessories,33.13,0.0,33.13,36.48,1499.39,181,10.0,5996.55,4186.55
2025-12-28,P300,Insulated Bottle,Accessories,34.55,0.0,34.55,33.96,1395.52,177,10.0,6115.02,4345.02
2025-12-29,P300,Insulated Bottle,Accessories,33.04,0.2,26.43,34.64,1550.25,269,10.0,7110.78,4420.78
2025-12-30,P300,Insulated Bottle,Accessories,33.76,0.15,28.69,34.7,1713.89,262,10.0,7517.67,4897.67
2025-12-31,P300,Insulated Bottle,Accessories,34.29,0.15,29.14,34.91,1583.56,273,10.0,7956.26,5226.26
2026-01-01,P300,Insulated Bottle,Accessories,33.78,0.0,33.78,33.04,946.28,135,10.0,4560.55,3210.55
2026-01-02,P300,Insulated Bottle,Accessories,32.7,0.15,27.79,35.55,1038.73,177,10.0,4919.04,3149.04
2026-01-03,P300,Insulated Bottle,Accessories,33.09,0.15,28.12,36.69,989.22,216,10.0,6074.85,3914.85
2026-01-04,P300,Insulated Bottle,Accessories,32.8,0.0,32.8,34.68,1074.67,166,10.0,5444.3,3784.3
2026-01-05,P300,Insulated Bottle,Accessories,33.73,0.0,33.73,34.07,859.51,136,10.0,4587.89,3227.89
2026-01-06,P300,Insulated Bottle,Accessories,33.36,0.0,33.36,33.31,898.23,111,10.0,3703.28,2593.28
2026-01-07,P300,Insulated Bottle,Accessories,32.07,0.2,25.66,33.85,969.13,240,10.0,6158.14,3758.14
2026-01-08,P300,Insulated Bottle,Accessories,34.34,0.0,34.34,34.61,1483.33,123,10.0,4223.29,2993.29
2026-01-09,P300,Insulated Bottle,Accessories,33.52,0.0,33.52,34.96,1344.13,169,10.0,5664.67,3974.67
2026-01-10,P300,Insulated Bottle,Accessories,33.81,0.15,28.74,35.0,1014.97,227,10.0,6522.92,4252.92
2026-01-11,P300,Insulated Bottle,Accessories,32.38,0.1,29.14,33.71,1423.81,224,10.0,6528.29,4288.29
2026-01-12,P300,Insulated Bottle,Accessories,33.51,0.2,26.81,34.93,1362.1,232,10.0,6219.0,3899.0
2026-01-13,P300,Insulated Bottle,Accessories,33.67,0.05,31.99,35.45,1277.28,151,10.0,4830.53,3320.53
2026-01-14,P300,Insulated Bottle,Accessories,34.13,0.15,29.01,34.61,1474.32,199,10.0,5772.65,3782.65
2026-01-15,P300,Insulated Bottle,Accessories,32.63,0.0,32.63,34.83,1286.05,165,10.0,5383.81,3733.81
2026-01-16,P300,Insulated Bottle,Accessories,33.59,0.0,33.59,35.09,1410.83,151,10.0,5072.4,3562.4
2026-01-17,P300,Insulated Bottle,Accessories,32.77,0.2,26.21,34.6,1264.33,281,10.0,7366.15,4556.15
2026-01-18,P300,Insulated Bottle,Accessories,32.53,0.0,32.53,34.76,1762.68,160,10.0,5204.23,3604.23
2026-01-19,P300,Insulated Bottle,Accessories,32.8,0.15,27.88,35.04,1014.09,237,10.0,6606.85,4236.85
2026-01-20,P300,Insulated Bottle,Accessories,33.69,0.0,33.69,34.65,1124.86,132,10.0,4447.38,3127.38
2026-01-21,P300,Insulated Bottle,Accessories,33.24,0.0,33.24,33.82,1779.92,145,10.0,4820.36,3370.36
2026-01-22,P300,Insulated Bottle,Accessories,32.45,0.1,29.2,34.34,906.12,172,10.0,5022.91,3302.91
2026-01-23,P300,Insulated Bottle,Accessories,33.89,0.1,30.5,35.78,1663.41,208,10.0,6343.74,4263.74
2026-01-24,P300,Insulated Bottle,Accessories,33.71,0.2,26.96,34.47,1494.35,289,10.0,7792.71,4902.71
2026-01-25,P300,Insulated Bottle,Accessories,32.49,0.15,27.62,34.78,1825.1,252,10.0,6959.73,4439.73
2026-01-26,P300,Insulated Bottle,Accessories,32.74,0.0,32.74,33.57,825.95,149,10.0,4878.17,3388.17
2026-01-27,P300,Insulated Bottle,Accessories,32.64,0.1,29.38,34.1,1080.35,209,10.0,6139.84,4049.84
2026-01-28,P300,Insulated Bottle,Accessories,33.43,0.05,31.76,33.05,1175.11,159,10.0,5049.08,3459.08
2026-01-29,P300,Insulated Bottle,Accessories,33.01,0.0,33.01,34.11,1376.21,149,10.0,4918.15,3428.15
2026-01-30,P300,Insulated Bottle,Accessories,32.86,0.1,29.57,33.14,2219.39,190,10.0,5618.25,3718.25
2026-01-31,P300,Insulated Bottle,Accessories,32.99,0.05,31.35,34.43,1152.12,177,10.0,5548.1,3778.1
2026-02-01,P300,Insulated Bottle,Accessories,32.86,0.0,32.86,34.28,706.28,175,10.0,5750.15,4000.15
2026-02-02,P300,Insulated Bottle,Accessories,33.34,0.0,33.34,34.42,674.81,123,10.0,4100.46,2870.46
2026-02-03,P300,Insulated Bottle,Accessories,33.69,0.2,26.96,34.48,1674.56,283,10.0,7628.33,4798.33
2026-02-04,P300,Insulated Bottle,Accessories,33.47,0.2,26.78,34.26,994.9,269,10.0,7203.0,4513.0
2026-02-05,P300,Insulated Bottle,Accessories,32.16,0.2,25.73,32.69,1651.26,268,10.0,6894.31,4214.31
2026-02-06,P300,Insulated Bottle,Accessories,32.89,0.0,32.89,33.73,894.74,129,10.0,4242.36,2952.36
2026-02-07,P300,Insulated Bottle,Accessories,32.44,0.1,29.2,33.28,910.73,217,10.0,6335.62,4165.62
2026-02-08,P300,Insulated Bottle,Accessories,33.22,0.1,29.9,32.58,1193.21,234,10.0,6996.32,4656.32
2026-02-09,P300,Insulated Bottle,Accessories,32.21,0.0,32.21,33.74,1693.44,155,10.0,4993.06,3443.06
2026-02-10,P300,Insulated Bottle,Accessories,32.55,0.15,27.67,33.67,1329.29,224,10.0,6197.05,3957.05
2026-02-11,P300,Insulated Bottle,Accessories,32.0,0.05,30.4,34.49,924.09,167,10.0,5077.28,3407.28
2026-02-12,P300,Insulated Bottle,Accessories,32.67,0.0,32.67,32.57,627.95,126,10.0,4116.7,2856.7
2026-02-13,P300,Insulated Bottle,Accessories,32.59,0.0,32.59,33.67,1718.63,161,10.0,5247.39,3637.39
2026-02-14,P300,Insulated Bottle,Accessories,32.73,0.1,29.46,31.93,1557.65,210,10.0,6186.82,4086.82
2026-02-15,P300,Insulated Bottle,Accessories,33.07,0.15,28.11,32.76,265.07,201,10.0,5650.7,3640.7
2026-02-16,P300,Insulated Bottle,Accessories,33.11,0.2,26.49,33.46,862.37,220,10.0,5828.24,3628.24
